p_id,nationality,product_id,product_type,product_name,serviced_by,inclusions,service_description,visa_entry,visa_validity,visa_duration,min_no_of_hrs,max_no_of_hrs,airport,airport_code,arrival_terminal,departure_terminal,travel_type,city,country,supplier,rate_application,currency,adult_cost_price,adult_cost_tax,child_cost_price,child_cost_tax,group_size_min,group_size_max,group_price,group_price_tax,exceptions,booking_cut_off,time_zone,service_charge_adult,total,service_tax_adult,service_charge_child,service_tax_child,service_tax_applicable_on,sales_cut_off,cancellation_time,cancellation_charges,discount,discount_amount,output_price,sac,cgst,sgst,igst,vat,booking_type,is_active
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	While you will relax at the lounge, we collect transport your baggage from the baggage collection area to your lounge.",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,800,,,,,,,,,24,+2 hrs,240,1040,,,,,,,,,,,,,,,,Confirm,Y
54,All,2,Arrival,VIP Ultimate,,"•	Our concierge waits the guest at the door of the aircraft
•	Runway transfers in limousine from aircraft to private lounge
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	While you will relax at the lounge, we collect transport your baggage from the baggage collection area to your lounge.",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,2,2,835,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
55,All,2,Arrival,VIP Ultimate,,"•	Our concierge waits the guest at the door of the aircraft
•	Runway transfers in limousine from aircraft to private lounge
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	While you will relax at the lounge, we collect transport your baggage from the baggage collection area to your lounge.",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,3,3,870,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
56,All,2,Arrival,VIP Ultimate,,"•	Our concierge waits the guest at the door of the aircraft
•	Runway transfers in limousine from aircraft to private lounge
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	While you will relax at the lounge, we collect transport your baggage from the baggage collection area to your lounge.",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,4,4,905,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
57,All,2,Arrival,VIP Ultimate,,"•	Our concierge waits the guest at the door of the aircraft
•	Runway transfers in limousine from aircraft to private lounge
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	While you will relax at the lounge, we collect transport your baggage from the baggage collection area to your lounge.",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,5,5,940,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
58,All,2,Arrival,VIP Ultimate,,"•	Our concierge waits the guest at the door of the aircraft
•	Runway transfers in limousine from aircraft to private lounge
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	While you will relax at the lounge, we collect transport your baggage from the baggage collection area to your lounge.",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,6,6,975,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
59,All,2,Departure,VIP Ultimate,,"•	Our concierge will meet the guest at the kerbside of the terminal your departing flight 
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	Runway transfers in limousine from the private lounge to the aircraft",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,800,,,,,,,,,24,+2 hrs,240,1040,,,,,,,,,,,,,,,,Confirm,Y
60,All,2,Departure,VIP Ultimate,,"•	Our concierge will meet the guest at the kerbside of the terminal your departing flight 
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	Runway transfers in limousine from the private lounge to the aircraft",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,2,2,835,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
61,All,2,Departure,VIP Ultimate,,"•	Our concierge will meet the guest at the kerbside of the terminal your departing flight 
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	Runway transfers in limousine from the private lounge to the aircraft",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,3,3,870,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
62,All,2,Departure,VIP Ultimate,,"•	Our concierge will meet the guest at the kerbside of the terminal your departing flight 
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	Runway transfers in limousine from the private lounge to the aircraft",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,4,4,905,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
63,All,2,Departure,VIP Ultimate,,"•	Our concierge will meet the guest at the kerbside of the terminal your departing flight 
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	Runway transfers in limousine from the private lounge to the aircraft",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,5,5,940,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
64,All,2,Departure,VIP Ultimate,,"•	Our concierge will meet the guest at the kerbside of the terminal your departing flight 
•	Private lounge dedicated solely to your personal comfort: Dedicated greeting staff, self-service dining and drinks, a fully equipped personal office with wifi, wide selection of national and international newspaper
•	All the formalities will be done at the private lounge (Passport control, customs, Securities) 
•	Runway transfers in limousine from the private lounge to the aircraft",,,,,,,Orly,ORY,,,,Paris,France,La Cociegerie,Group,Euro,,,,,6,6,975,,,24,+2 hrs,0,0,,,,,,,,,,,,,,,,Confirm,Y
65,All,3,Transit,Lounge,Pranaam,"•	Comfortable seating and sleeping pods
•	Buffet Meals
•	Select range of hot and cold beverages (non-alcoholic)
•	Laptop station with Wi-Fi
•	Baby Care Room
•	Personal boarding alert
•	Luggage storage area
•	Wide range of reading material",,,,,0,6,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Per Person,INR,2966,534,2076,374,,,,,,,"+ 5Hrs 30 Mins
",296.6,3262.6,,207.6,,,,,,,,,,,,,,Confirm,Y
66,All,3,Departure,Lounge,Pranaam,"•	Comfortable seating and sleeping pods
•	Buffet Meals
•	Select range of hot and cold beverages (non-alcoholic)
•	Laptop station with Wi-Fi
•	Baby Care Room
•	Personal boarding alert
•	Luggage storage area
•	Wide range of reading material",,,,,0,2,Chhatrapati Shivaji International Airport,BOM,T2,,All,Mumbai,India,Pranaam,Per Person,INR,2000,1400,,,,,,,,,"+ 5Hrs 30 Mins
",200,2200,,,,,,,,,,,,,,,,Confirm,Y
67,All,3,Departure,Lounge,Pranaam,"•	Comfortable seating and sleeping pods
•	Buffet Meals
•	Select range of hot and cold beverages (non-alcoholic)
•	Laptop station with Wi-Fi
•	Baby Care Room
•	Personal boarding alert
•	Luggage storage area
•	Wide range of reading material",,,,,0,4,Chhatrapati Shivaji International Airport,BOM,T2,,All,Mumbai,India,Pranaam,Per Person,INR,3000,2100,,,,,,,,,"+ 5Hrs 30 Mins
",300,3300,,,,,,,,,,,,,,,,Confirm,Y
68,All,3,Departure,Lounge,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room",,,,,1,3,Abu Dhabi International Airport,AUH,T1,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,144,7.2,,,,,,,,24,"+ 4Hrs
",21.6,165.6,,,,,,,,,,,,,,,,Confirm,Y
69,All,3,Departure,Lounge,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room",,,,,4,6,Abu Dhabi International Airport,AUH,T1,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,261,13.05,,,,,,,,24,"+ 4Hrs
",39.15,300.15,,,,,,,,,,,,,,,,Confirm,Y
70,All,3,Departure,Lounge,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material",,,,,1,3,Abu Dhabi International Airport,AUH,T1,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,180,9,,,,,,,,24,"+ 4Hrs
",27,207,,,,,,,,,,,,,,,,Confirm,Y
71,All,3,Departure,Lounge,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material",,,,,4,6,Abu Dhabi International Airport,AUH,T1,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,324,16.2,,,,,,,,24,"+ 4Hrs
",48.6,372.6,,,,,,,,,,,,,,,,Confirm,Y
72,All,3,Departure,Lounge,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room",,,,,1,3,Abu Dhabi International Airport,AUH,T3,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,144,7.2,,,,,,,,24,"+ 4Hrs
",21.6,165.6,,,,,,,,,,,,,,,,Confirm,Y
73,All,3,Departure,Lounge,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room",,,,,4,6,Abu Dhabi International Airport,AUH,T3,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,261,13.05,,,,,,,,24,"+ 4Hrs
",39.15,300.15,,,,,,,,,,,,,,,,Confirm,Y
74,All,3,Departure,Lounge,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material",,,,,1,3,Abu Dhabi International Airport,AUH,T3,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,180,9,,,,,,,,24,"+ 4Hrs
",27,207,,,,,,,,,,,,,,,,Confirm,Y
75,All,3,Departure,Lounge,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material",,,,,4,6,Abu Dhabi International Airport,AUH,T3,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,324,16.2,,,,,,,,24,"+ 4Hrs
",48.6,372.6,,,,,,,,,,,,,,,,Confirm,Y
76,All,3,Transit,Lounge,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room",,,,,1,3,Abu Dhabi International Airport,AUH,T1,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,144,7.2,,,,,,,,24,"+ 4Hrs
",21.6,165.6,,,,,,,,,,,,,,,,Confirm,Y
77,All,3,Transit,Lounge,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room",,,,,4,6,Abu Dhabi International Airport,AUH,T1,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,261,13.05,,,,,,,,24,"+ 4Hrs
",39.15,300.15,,,,,,,,,,,,,,,,Confirm,Y
78,All,3,Transit,Lounge,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material",,,,,1,3,Abu Dhabi International Airport,AUH,T1,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,180,9,,,,,,,,24,"+ 4Hrs
",27,207,,,,,,,,,,,,,,,,Confirm,Y
79,All,3,Transit,Lounge,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material",,,,,4,6,Abu Dhabi International Airport,AUH,T1,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,324,16.2,,,,,,,,24,"+ 4Hrs
",48.6,372.6,,,,,,,,,,,,,,,,Confirm,Y
80,All,3,Transit,Lounge,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room",,,,,1,3,Abu Dhabi International Airport,AUH,T3,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,144,7.2,,,,,,,,24,"+ 4Hrs
",21.6,165.6,,,,,,,,,,,,,,,,Confirm,Y
81,All,3,Transit,Lounge,Al Dhabi,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Children’s Play Room
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material
•	Dedicated smoking room",,,,,4,6,Abu Dhabi International Airport,AUH,T3,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,261,13.05,,,,,,,,24,"+ 4Hrs
",39.15,300.15,,,,,,,,,,,,,,,,Confirm,Y
82,All,3,Transit,Lounge,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material",,,,,1,3,Abu Dhabi International Airport,AUH,T3,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,180,9,,,,,,,,24,"+ 4Hrs
",27,207,,,,,,,,,,,,,,,,Confirm,Y
83,All,3,Transit,Lounge,Al Reem,"•	Comfortable seating
•	Buffet Meals
•	Select range of hot and cold beverages (alcoholic and non-alcoholic)
•	Hot shower facility
•	Business facilities
•	Complimentary Wi-Fi
•	Entertainment facility
•	Prayer Room
•	Wide range of reading material",,,,,4,6,Abu Dhabi International Airport,AUH,T3,,,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,324,16.2,,,,,,,,24,"+ 4Hrs
",48.6,372.6,,,,,,,,,,,,,,,,Confirm,Y
84,All,2,Departure,Platinum Plus,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from curbside till the boarding gate.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 3 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Enjoy access (2 hours) to our partner’s lounge with snacks, food and non-alcoholic beverage.
•	Buggy service from our partner Lounge to the designated boarding gate (subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Per Person,INR,2250,,1785,,,,,,,24,"+ 5Hrs 30 Mins
",225,2475,,,,,,,,,,,,,,,,Confirm,Y
85,All,2,Departure,Platinum Plus,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from curbside till the boarding gate.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 3 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Enjoy access (2 hours) to our partner’s lounge with snacks, food and non-alcoholic beverage.
•	Buggy service from our partner Lounge to the designated boarding gate (subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Per Person,INR,2250,,1785,,,,,,,24,"+ 5Hrs 30 Mins
",225,2475,,,,,,,,,,,,,,,,Confirm,Y
86,All,2,Departure,Platinum Plus,,"•	Warm welcome by our officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from curbside till the boarding gate.
•	Assistance with airline check-in process with dedicated porter for check-in baggage (Max. 3 pieces per guest) from curbside till airline check-in counters.
•	Guidance through VIP/CIP lanes for Security Check.
•	Guidance with Immigration process.
•	Enjoy access to Pranaam Lounge with a scrumptious food and non-alcoholic beverages.
•	Private Buggy service from Pranaam Lounge to the designated boarding gate (subject to the availability and location of the gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Per Person,INR,4214,759,3484,627,,,,,,24,"+ 5Hrs 30 Mins
",421.4,4635.4,,,,,,,,,,,,,,,,Confirm,Y
87,All,2,Departure,Platinum Plus Group,,"•	Warm welcome by our officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from curbside till the boarding gate.
•	Assistance with airline check-in process with dedicated porter for check-in baggage (Max. 3 pieces per guest) from curbside till airline check-in counters.
•	Guidance through VIP/CIP lanes for Security Check.
•	Guidance with Immigration process.
•	Enjoy access to Pranaam Lounge with a scrumptious food and non-alcoholic beverages.
•	Private Buggy service from Pranaam Lounge to the designated boarding gate (subject to the availability and location of the gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Group,INR,24865,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",2486.5,27351.5,,,,,,,,,,,,,,,,Confirm,Y
88,All,2,Departure,Platinum Plus Group,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from curbside till the boarding gate.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 3 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Enjoy access (2 hours) to our partner’s lounge with snacks, food and non-alcoholic beverage.
•	Buggy service from our partner Lounge to the designated boarding gate (subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Group,INR,12750,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",1275,14025,,,,,,,,,,,,,,,,Confirm,Y
89,All,2,Departure,Platinum Plus Group,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from curbside till the boarding gate.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 3 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Enjoy access (2 hours) to our partner’s lounge with snacks, food and non-alcoholic beverage.
•	Buggy service from our partner Lounge to the designated boarding gate (subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Group,INR,12750,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",1275,14025,,,,,,,,,,,,,,,,Confirm,Y
90,All,2,Departure,Platinum,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from the curbside to boarding gate.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 3 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Buggy service to the designated boarding gate (Subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Per Person,INR,1913,,1361,,,,,,,24,"+ 5Hrs 30 Mins
",191.3,2104.3,,,,,,,,,,,,,,,,Confirm,Y
91,All,2,Departure,Platinum,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from the curbside to boarding gate.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 3 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Buggy service to the designated boarding gate (Subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Per Person,INR,1913,,1361,,,,,,,24,"+ 5Hrs 30 Mins
",191.3,2104.3,,,,,,,,,,,,,,,,Confirm,Y
92,All,2,Departure,Platinum,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process with dedicated porter for check-in baggage (Max. 3 pieces per guest) from curbside till airline check-in counters.
•	Guidance through VIP/CIP lanes for Security Check.
•	Guidance with Immigration process.
•	Buggy service to the designated boarding gate (subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Per Person,INR,3613,,2550,627,,,,,,24,"+ 5Hrs 30 Mins
",361.3,3974.3,,,,,,,,,,,,,,,,Confirm,Y
93,All,2,Departure,Platinum Group,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process with dedicated porter for check-in baggage (Max. 3 pieces per guest) from curbside till airline check-in counters.
•	Guidance through VIP/CIP lanes for Security Check.
•	Guidance with Immigration process.
•	Buggy service to the designated boarding gate (subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Group,INR,18066,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",1806.6,19872.6,,,,,,,,,,,,,,,,Confirm,Y
94,All,2,Departure,Platinum Group,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from the curbside to boarding gate.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 3 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Buggy service to the designated boarding gate (Subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Group,INR,9564,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",956.4,10520.4,,,,,,,,,,,,,,,,Confirm,Y
95,All,2,Departure,Platinum Group,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from the curbside to boarding gate.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 3 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Buggy service to the designated boarding gate (Subject to the availability and location of boarding gate).",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Group,INR,9564,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",956.4,10520.4,,,,,,,,,,,,,,,,Confirm,Y
96,All,2,Departure,Gold,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from the curbside to security check.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 2 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Shared Buggy for distant Gates",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Per Person,INR,1600,,1150,,,,,,,24,"+ 5Hrs 30 Mins
",160,1760,,,,,,,,,,,,,,,,Confirm,Y
97,All,2,Departure,Gold,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from the curbside to security check.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 2 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Shared Buggy for distant Gates",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Per Person,INR,1600,,1150,,,,,,,24,"+ 5Hrs 30 Mins
",160,1760,,,,,,,,,,,,,,,,Confirm,Y
98,All,2,Departure,Gold,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from curbside till immigration check.
•	Assistance with airline check-in process with dedicated porter for check-in baggage (Max. 3 pieces per guest) from curbside till airline check-in counters.
•	Guidance with the Security Check and Immigration process.
•	Shared buggy for distant gates",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Per Person,INR,2295,,1805,,,,,,,24,"+ 5Hrs 30 Mins
",229.5,2524.5,,,,,,,,,,,,,,,,Confirm,Y
99,All,2,Departure,Gold Group,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from curbside till immigration check.
•	Assistance with airline check-in process with dedicated porter for check-in baggage (Max. 3 pieces per guest) from curbside till airline check-in counters.
•	Guidance with the Security Check and Immigration process.
•	Shared buggy for distant gates",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Group,INR,11476,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",1147.6,12623.6,,,,,,,,,,,,,,,,Confirm,Y
100,All,2,Departure,Gold Group,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from the curbside to security check.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 2 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Shared Buggy for distant Gates",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Group,INR,6400,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",640,7040,,,,,,,,,,,,,,,,Confirm,Y
101,All,2,Departure,Gold Group,,"•	Warm welcome by our Officer at the curbside/car drop off zone.
•	Dedicated Officer for assistance from the curbside to security check.
•	Assistance with airline check-in process with dedicated porter assistance for check-in baggage (Max. 2 pieces) from curbside till airline check-in counters.
•	Guidance with the Security Check process.
•	Shared Buggy for distant Gates",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Group,INR,6400,,,,5,5,,,,24,"+ 5Hrs 30 Mins
