p_id,nationality,product_id,product_type,product_name,serviced_by,inclusions,service_description,visa_entry,visa_validity,visa_duration,min_no_of_hrs,max_no_of_hrs,airport,airport_code,arrival_terminal,departure_terminal,travel_type,city,country,supplier,rate_application,currency,adult_cost_price,adult_cost_tax,child_cost_price,child_cost_tax,group_size_min,group_size_max,group_price,group_price_tax,exceptions,booking_cut_off,time_zone,service_charge_adult,total,service_tax_adult,service_charge_child,service_tax_child,service_tax_applicable_on,sales_cut_off,cancellation_time,cancellation_charges,discount,discount_amount,output_price,sac,cgst,sgst,igst,vat,booking_type,is_active
",640,7040,,,,,,,,,,,,,,,,Confirm,Y
102,All,2,Arrival,Platinum,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Dedicated buggy service from aerobridge to the arrival baggage hall. (subject to availability and location of boarding gate)
•	Dedicated porter assistance for baggage retrieval (Max. 3 pieces per guest)
•	Assistance till the parking or the receiving party.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Per Person,INR,2250,,1600,,,,,,,24,"+ 5Hrs 30 Mins
",225,2475,,,,,,,,,,,,,,,,Confirm,Y
103,All,2,Arrival,Platinum,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Dedicated buggy service from aerobridge to the arrival baggage hall. (subject to availability and location of boarding gate)
•	Dedicated porter assistance for baggage retrieval (Max. 3 pieces per guest)
•	Assistance till the parking or the receiving party.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Per Person,INR,2250,,1600,,,,,,,24,"+ 5Hrs 30 Mins
",225,2475,,,,,,,,,,,,,,,,Confirm,Y
104,All,2,Arrival,Platinum,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated Officer for assistance from the aerobridge/bus gate till parking area or receiving party.
•	Dedicated buggy service from aerobridge to the immigration hall. (subject to availability and location of boarding gate)
•	Guidance with immigration process.
•	Dedicated porter service for retrieval of baggage (Max. 3 pieces per guest)
•	Assistance till parking or receiving party.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Per Person,INR,4973,,3485,627,,,,,,24,"+ 5Hrs 30 Mins
",497.3,5470.3,,,,,,,,,,,,,,,,Confirm,Y
105,All,2,Arrival,Platinum Group,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated Officer for assistance from the aerobridge/bus gate till parking area or receiving party.
•	Dedicated buggy service from aerobridge to the immigration hall. (subject to availability and location of boarding gate)
•	Guidance with immigration process.
•	Dedicated porter service for retrieval of baggage (Max. 3 pieces per guest)
•	Assistance till parking or receiving party.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Group,INR,24863,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",2486.3,27349.3,,,,,,,,,,,,,,,,Confirm,Y
106,All,2,Arrival,Platinum Group,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Dedicated buggy service from aerobridge to the arrival baggage hall. (subject to availability and location of boarding gate)
•	Dedicated porter assistance for baggage retrieval (Max. 3 pieces per guest)
•	Assistance till the parking or the receiving party.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Group,INR,9000,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",900,9900,,,,,,,,,,,,,,,,Confirm,Y
107,All,2,Arrival,Platinum Group,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Dedicated buggy service from aerobridge to the arrival baggage hall. (subject to availability and location of boarding gate)
•	Dedicated porter assistance for baggage retrieval (Max. 3 pieces per guest)
•	Assistance till the parking or the receiving party.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Group,INR,9000,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",900,9900,,,,,,,,,,,,,,,,Confirm,Y
108,All,2,Arrival,Gold,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge/ bus gate till arrival exit.
•	Porter assistance for baggage (Max. 2 pieces per guest) retrieval from baggage hall.
•	Assistance till the arrival exit gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Per Person,INR,1360,,978,,,,,,,24,"+ 5Hrs 30 Mins
",136,1496,,,,,,,,,,,,,,,,Confirm,Y
109,All,2,Arrival,Gold,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge/ bus gate till arrival exit.
•	Porter assistance for baggage (Max. 2 pieces per guest) retrieval from baggage hall.
•	Assistance till the arrival exit gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Per Person,INR,1360,,978,,,,,,,24,"+ 5Hrs 30 Mins
",136,1496,,,,,,,,,,,,,,,,Confirm,Y
110,All,2,Arrival,Gold,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge/ bus gate till arrival exit.
•	Buggy service (shared/depending on availability) from aerobridge to the immigration hall.
•	Guidance with immigration process.
•	Dedicated porter service from baggage hall for bags (Max. 3 pieces per guest) & assistance till the arrival exit gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Per Person,INR,3612,,2550,,,,,,,24,"+ 5Hrs 30 Mins
",361.2,3973.2,,,,,,,,,,,,,,,,Confirm,Y
111,All,2,Arrival,Gold Group,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge/ bus gate till arrival exit.
•	Buggy service (shared/depending on availability) from aerobridge to the immigration hall.
•	Guidance with immigration process.
•	Dedicated porter service from baggage hall for bags (Max. 3 pieces per guest) & assistance till the arrival exit gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Group,INR,18060,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",1806,19866,,,,,,,,,,,,,,,,Confirm,Y
112,All,2,Arrival,Gold Group,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge/ bus gate till arrival exit.
•	Porter assistance for baggage (Max. 2 pieces per guest) retrieval from baggage hall.
•	Assistance till the arrival exit gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,Domestic,Mumbai,India,Pranaam,Group,INR,6800,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",680,7480,,,,,,,,,,,,,,,,Confirm,Y
113,All,2,Arrival,Gold Group,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge/ bus gate till arrival exit.
•	Porter assistance for baggage (Max. 2 pieces per guest) retrieval from baggage hall.
•	Assistance till the arrival exit gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T1,,Domestic,Mumbai,India,Pranaam,Group,INR,6800,,,,5,5,,,,24,"+ 5Hrs 30 Mins
",680,7480,,,,,,,,,,,,,,,,Confirm,Y
114,All,2,Transit,International to International,,"•	Warm welcome at aerobridge/bus gate by our Officer.
•	Dedicated Officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Buggy Services (subject to the availability and location of boarding gate)till International Transfer Desk.
•	Guidance with the airport and airline transit process.
•	Enjoy access to Pranaam Lounge with scrumptious food and non-alcoholic beverage.
•	Boarding alert by Pranaam Officer/Lounge Executive.
•	Buggy service (subject to the availability and location of boarding gate) from Pranaam Lounge to the designated boarding gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,,International,Mumbai,India,Pranaam,Per Person,INR,5850,,4100,,,,,,,24,"+ 5Hrs 30 Mins
",585,6435,,,,,,,,,,,,,,,,Confirm,Y
115,All,2,Transit,International to Domestic,,"•	Warm welcome at aerobridge/bus gate by our Officer.
•	Dedicated Pranaam Officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Buggy service from aerobridge to the immigration hall(subject to the availability and location of boarding gate).
•	Guidance with the immigration arrival process.
•	Porter assistance from baggage hall (Max. 2 bags) till Domestic Check-in Counters.
•	Assistance with Airline processes at Domestic Terminal.
•	Boarding alert by Pranaam Officer/Lounge Executive.
•	Guidance to the designated boarding gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,T2,International,Mumbai,India,Pranaam,Per Person,INR,5850,,4100,,,,,,,24,"+ 5Hrs 30 Mins
",585,6435,,,,,,,,,,,,,,,,Confirm,Y
116,All,2,Transit,International to Domestic without land transfer,,"•	Warm welcome at aerobridge/bus gate by our Officer.
•	Dedicated Pranaam Officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Buggy service from aerobridge to the immigration hall(subject to the availability and location of boarding gate).
•	Guidance with the immigration arrival process.
•	Porter assistance from baggage hall (Max. 2 bags) till Domestic Check-in Counters.
•	Assistance with Airline processes at Domestic Terminal.
•	Boarding alert by Pranaam Officer/Lounge Executive.
•	Guidance to the designated boarding gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,T1,International,Mumbai,India,Pranaam,Per Person,INR,5850,,4100 + Transport,,,,,,,24,"+ 5Hrs 30 Mins
",585,6435,,,,,,,,,,,,,,,,Confirm,Y
117,All,2,Transit,International to Domestic with Land Transfer,,"•	Warm welcome at aerobridge/bus gate by our Officer.
•	Dedicated Pranaam Officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Buggy service from aerobridge to the immigration hall(subject to the availability and location of boarding gate).
•	Guidance with the immigration arrival process.
•	Porter assistance from baggage hall (Max. 2 bags) till Domestic Check-in Counters.
•	Assistance with Airline processes at Domestic Terminal.
•	Boarding alert by Pranaam Officer/Lounge Executive.
•	Guidance to the designated boarding gate.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,T1,International,Mumbai,India,Pranaam,Per Person,INR,5850 + Transport,,4100,,,,,,,24,"+ 5Hrs 30 Mins
",#VALUE!,#VALUE!,,,,,,,,,,,,,,,,Confirm,Y
118,All,2,Transit,Domestic to International,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Porter service assistance for retrieval and loading of baggage (Max of 2 pieces).
•	Assistance with airline check-in process.
•	Guidance through VIP/CIP lanes for Security Check.
•	Guidance with Immigration process.
•	Enjoy access to Pranaam Lounge (accessible after immigration) with scrumptious food and non-alcoholic beverage.
•	Buggy service from Pranaam Lounge to boarding gate (subject to the availability and location of boarding gate).
•	Boarding alert by Pranaam Officer/Lounge Executive.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,T2,International,Mumbai,India,Pranaam,Per Person,INR,5850 + Transport,,4100 + Transport,,,,,,,24,"+ 5Hrs 30 Mins
",#VALUE!,#VALUE!,,,,,,,,,,,,,,,,Confirm,Y
119,All,2,Transit,Domestic to International without Land Transfer,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Porter service assistance for retrieval and loading of baggage (Max of 2 pieces).
•	Assistance with airline check-in process.
•	Guidance through VIP/CIP lanes for Security Check.
•	Guidance with Immigration process.
•	Enjoy access to Pranaam Lounge (accessible after immigration) with scrumptious food and non-alcoholic beverage.
•	Buggy service from Pranaam Lounge to boarding gate (subject to the availability and location of boarding gate).
•	Boarding alert by Pranaam Officer/Lounge Executive.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,T1,International,Mumbai,India,Pranaam,Per Person,INR,5850,,4100,,,,,,,24,"+ 5Hrs 30 Mins
",585,6435,,,,,,,,,,,,,,,,Confirm,Y
120,All,2,Transit,Domestic to International with Land Transfer,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Porter service assistance for retrieval and loading of baggage (Max of 2 pieces).
•	Assistance with airline check-in process.
•	Guidance through VIP/CIP lanes for Security Check.
•	Guidance with Immigration process.
•	Enjoy access to Pranaam Lounge (accessible after immigration) with scrumptious food and non-alcoholic beverage.
•	Buggy service from Pranaam Lounge to boarding gate (subject to the availability and location of boarding gate).
•	Boarding alert by Pranaam Officer/Lounge Executive.",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,T1,International,Mumbai,India,Pranaam,Per Person,INR,5850 + Transport,,4100 + Transport,,,,,,,24,"+ 5Hrs 30 Mins
",#VALUE!,#VALUE!,,,,,,,,,,,,,,,,Confirm,Y
121,All,2,Transit,Domestic to Domestic,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Porter assistance for baggage retrieval and loading of baggage (Max. 2 bags) till Domestic Check-in Counters.
•	Assistance with Airline processes
•	Guidance with Security Check
•	Guidance to the designated boarding gate",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,T2,International,Mumbai,India,Pranaam,Per Person,INR,5850 + Transport,,4100 + Transport,,,,,,,24,"+ 5Hrs 30 Mins
",#VALUE!,#VALUE!,,,,,,,,,,,,,,,,Confirm,Y
122,All,2,Transit,Domestic to Domestic without Land Transfers,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Porter assistance for baggage retrieval and loading of baggage (Max. 2 bags) till Domestic Check-in Counters.
•	Assistance with Airline processes
•	Guidance with Security Check
•	Guidance to the designated boarding gate",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,T1,International,Mumbai,India,Pranaam,Per Person,INR,5850 + Transport,,4100 + Transport,,,,,,,24,"+ 5Hrs 30 Mins
",#VALUE!,#VALUE!,,,,,,,,,,,,,,,,Confirm,Y
123,All,2,Transit,Domestic to Domestic with Land Transfers,,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from aerobridge on arrival till the boarding gate of next connecting flight.
•	Porter assistance for baggage retrieval and loading of baggage (Max. 2 bags) till Domestic Check-in Counters.
•	Assistance with Airline processes
•	Guidance with Security Check
•	Guidance to the designated boarding gate",,,,,,,Chhatrapati Shivaji International Airport,BOM,T2,T1,International,Mumbai,India,Pranaam,Per Person,INR,5850 + Transport,,4100 + Transport,,,,,,,24,"+ 5Hrs 30 Mins
",#VALUE!,#VALUE!,,,,,,,,,,,,,,,,Confirm,Y
124,UK,1,India Evisa,Tourist,,"Evisa
Form Filling
Status Updates",,,,,,,,,,,,,,India Embassy,Per Person,USD,102.5,,,,,,,,,,,10.25,112.75,,,,,,,,,,,,,,,,Confirm,Y
125,UK,1,India Evisa,Business,,"Evisa
Form Filling
Status Updates",,,,,,,,,,,,,,India Embassy,Per Person,USD,102.5,,,,,,,,,,,23.4375,125.9375,,,,,,,,,,,,,,,,Confirm,Y
126,UK,1,India Evisa,Medical,,"Evisa
Form Filling
Status Updates",,,,,,,,,,,,,,India Embassy,Per Person,USD,102.5,,,,,,,,,,,23.4375,125.9375,,,,,,,,,,,,,,,,Confirm,Y
127,US,1,India Evisa,Tourist,,,,,,,,,,,,,,,,India Embassy,Per Person,USD,102.5,,,,,,,,,,,23.4375,125.9375,,,,,,,,,,,,,,,,Confirm,Y
128,US,1,India Evisa,Business,,,,,,,,,,,,,,,,India Embassy,Per Person,USD,102.5,,,,,,,,,,,23.4375,125.9375,,,,,,,,,,,,,,,,Confirm,Y
129,US,1,India Evisa,Medical,,,,,,,,,,,,,,,,India Embassy,Per Person,USD,102.5,,,,,,,,,,,23.4375,125.9375,,,,,,,,,,,,,,,,Confirm,Y
130,All,2,Departure,Meet & Assist (Need to rename),,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,180,9,,,,,,,,24,"+ 4Hrs
",54,234,,,,,,,,,,,,,,,,Confirm,Y
131,All,2,Departure,Meet & Assist (Need to rename),,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,2,2,270,13.5,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
132,All,2,Departure,Meet & Assist (Need to rename),,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,3,3,360,18,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
133,All,2,Departure,Meet & Assist (Need to rename),,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,4,4,450,22.5,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
134,All,2,Departure,Meet & Assist (Need to rename),,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,5,5,540,27,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
135,All,2,Departure,Meet & Assist (Need to rename),,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,6,6,630,31.5,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
136,All,2,Departure,Meet & Assist (Need to rename),,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,7,7,720,36,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
137,All,2,Arrival,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,225,11.25,,,,,,,,24,"+ 4Hrs
",67.5,292.5,,,,,,,,,,,,,,,,Confirm,Y
138,All,2,Arrival,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,2,2,338,16.9,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
139,All,2,Arrival,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,3,3,451,22.55,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
140,All,2,Arrival,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,4,4,564,28.2,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
141,All,2,Arrival,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,5,5,677,33.85,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
142,All,2,Arrival,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,6,6,790,39.5,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
143,All,2,Arrival,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Dedicated officer for assistance from the aerobridge gate till the arrival exit gate/receiving party.
•	Fast track through Immigration and Security check
•	Assistance at the baggage belt area
•	Escort Passenger to the receiving party in arrivals area",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,7,7,,903,45.15,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
144,All,2,Transit,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Assistance through transfer desk formalities.
•	Transfer between Terminals if needed
•	Access to relax in the Lounge, if booked.
•	Escort Passenger to the next departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,270,13.5,,,,,,,,24,"+ 4Hrs
",81,351,,,,,,,,,,,,,,,,Confirm,Y
145,All,2,Transit,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Assistance through transfer desk formalities.
•	Transfer between Terminals if needed
•	Access to relax in the Lounge, if booked.
•	Escort Passenger to the next departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,,,,,2,2,405,20.25,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
146,All,2,Transit,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Assistance through transfer desk formalities.
•	Transfer between Terminals if needed
•	Access to relax in the Lounge, if booked.
•	Escort Passenger to the next departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,,,,,3,3,540,27,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
147,All,2,Transit,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Assistance through transfer desk formalities.
•	Transfer between Terminals if needed
•	Access to relax in the Lounge, if booked.
•	Escort Passenger to the next departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,,,,,4,4,675,33.75,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
148,All,2,Transit,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Assistance through transfer desk formalities.
•	Transfer between Terminals if needed
•	Access to relax in the Lounge, if booked.
•	Escort Passenger to the next departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,,,,,5,5,810,40.5,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
149,All,2,Transit,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Assistance through transfer desk formalities.
•	Transfer between Terminals if needed
•	Access to relax in the Lounge, if booked.
•	Escort Passenger to the next departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,,,,,6,6,945,47.25,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
150,All,2,Transit,Meet & Assist (Need to rename),,"•	Warm welcome at aerobridge/bus gate by our officer.
•	Assistance through transfer desk formalities.
•	Transfer between Terminals if needed
•	Access to relax in the Lounge, if booked.
•	Escort Passenger to the next departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,,,,,7,7,1080,54,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
151,All,2,Departure,Meet & Assist Plus,,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.
•	Enjoy access to the Lounge with scrumptious food and non-alcoholic and alcoholic beverage.
•	Escort to the departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,T1,International,Abu Dhabi,UAE,Pearl Assist,Per Person,AED,270,13.5,,,,,,,,24,"+ 4Hrs
",81,351,,,,,,,,,,,,,,,,Confirm,Y
152,All,2,Departure,Meet & Assist Plus,,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.
•	Enjoy access to the Lounge with scrumptious food and non-alcoholic and alcoholic beverage.
•	Escort to the departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,T1,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,2,2,405,20.25,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
153,All,2,Departure,Meet & Assist Plus,,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.
•	Enjoy access to the Lounge with scrumptious food and non-alcoholic and alcoholic beverage.
•	Escort to the departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,T1,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,3,3,540,27,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
154,All,2,Departure,Meet & Assist Plus,,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
•	Assistance with airline check-in process.
•	Fast track through Immigration and Security Check.
•	Enjoy access to the Lounge with scrumptious food and non-alcoholic and alcoholic beverage.
•	Escort to the departure boarding gate",,,,,,,Abu Dhabi International Airport,AUH,,T1,International,Abu Dhabi,UAE,Pearl Assist,Group,AED,,,,,4,4,675,33.75,,24,"+ 4Hrs
",0,0,,,,,,,,,,,,,,,,Confirm,Y
155,All,2,Departure,Meet & Assist Plus,,"•	Warm welcome by our Officer at the curbside.
•	Dedicated officer for assistance from curbside to the boarding gate.
